,index,popularity_numeric,popular,prod_name,brand,price_dis,price_reg,price_range,discount,category,sub_category,show_3,shape,length,main_material,main_gem,gold_quality,diamonds_ct,width,diameter,pendant_gems_size,currcolor_black,currcolor_blue,currcolor_brown,currcolor_clear,currcolor_gold,currcolor_green,currcolor_grey,currcolor_multi,currcolor_orange,currcolor_pink,currcolor_purple,currcolor_red,currcolor_rose,currcolor_silver,currcolor_silver.,currcolor_white,currcolor_yellow,category_anklet,category_bracelets,category_cufflink,category_earrings,category_necklaces,category_pin,category_rings,sub_category_anklet,sub_category_band,sub_category_bangle & cuff,sub_category_beaded,sub_category_chain,sub_category_charm,sub_category_choker,sub_category_climber & cuff,sub_category_clip on,sub_category_cocktail & statement,sub_category_drop & chandelier,sub_category_hoop,sub_category_jacket,sub_category_lariat,sub_category_link,sub_category_pendant,sub_category_stackables & sets,sub_category_stud,sub_category_tennis,sub_category_unknown,sub_category_wrap,shape_baguette,shape_bib,shape_box,shape_button,shape_chandelier,shape_channel,shape_choker,shape_collar,shape_colored,shape_conch,shape_curve,shape_cushion,shape_drop,shape_emerald,shape_flag,shape_floral,shape_heart,shape_helix,shape_layer,shape_layered,shape_lobe,shape_marquise,shape_miracle,shape_moon,shape_nautical,shape_omega,shape_oval,shape_pave,shape_pear,shape_princess,shape_prong,shape_rectangular,shape_rope,shape_round,shape_set,shape_snake,shape_sports,shape_square,shape_star,shape_strand,shape_stretch,shape_sun,shape_teardrop,shape_thread,shape_trillion,shape_unknown,shape_wrap,main_material_beads,main_material_fabric,main_material_leather,main_material_metal,main_material_plastic,main_material_rose gold,main_material_silver,main_material_stainless steel,main_material_white gold,main_material_yellow gold,main_gem_agate,main_gem_amethyst,main_gem_crystal,main_gem_cubic zirconia,main_gem_diamond,main_gem_glass,main_gem_labradorite,main_gem_lapis,main_gem_moonstone,main_gem_mother-of-pearl,main_gem_onyx,main_gem_opal,main_gem_pearl,main_gem_pyrite,main_gem_turquoise,brand_ADORE,brand_ALOR,brand_AQUA,brand_Adina Reyter,brand_Alex Woo,brand_Alex and Ani,brand_Alexandra Koumba,brand_Alexis Bittar,brand_Area Stars,brand_Argento Vivo,brand_Atelier Swarovski,brand_BAUBLEBAR,brand_Bing Bang NYC,brand_Bloomingdale's,brand_Carolee,brand_Carolee Lux,brand_Chan Luu,brand_Crislu,brand_Dana Kellin,brand_Dana Rebecca Designs,brand_Dannijo,brand_Dodo,brand_Dogeared,brand_Ela Rae,brand_For Love & Lemons,brand_Freida Rothman,brand_Gorjana,brand_ICONERY,brand_Jane Basch,brand_Jennifer Zeuner,brand_Jet Set Candy,brand_Jules Smith,brand_KC Designs,brand_Kendra Scott,brand_Lauren Ralph Lauren,brand_Les Georgettes,brand_Links of London,brand_Lulu DK,brand_MATEO,brand_Majorica,brand_Marchesa,brand_Margaret Elizabeth,brand_Melissa Lovy,brand_Michael Kors,brand_Moon & Meadow,brand_Nadri,brand_Officina Bernardi,brand_Olivia Burton,brand_Oscar de la Renta,brand_PANDORA,brand_Phyllis and Rosie,brand_RJ Graziano,brand_Ralph Lauren,brand_Rebecca Minkoff,brand_Robert Lee Morris Soho,brand_Roberto Demeglio,brand_Rosefield,brand_Shinola,brand_Sorrelli,brand_Stephanie Kantis,brand_Swarovski,brand_TOUS,brand_Tory Burch,brand_Trina Turk,brand_Uno de 50,brand_Volu,brand_Weekend Max Mara,brand_ZoA Chicco,brand_kate spade new york,dis_rate
1176,1176,888,1,"cultured freshwater pearl drop earrings in 14k yellow gold, 11mm????- 100% exclusive",Bloomingdale's,210.0,420.0,5,1,earrings,drop & chandelier,1,['drop'],0.4330708657,yellow gold,pearl,14.0,0.0,,,0.4330708657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1177,1177,1710,0,"cultured freshwater pearl drop earrings in 14k yellow gold, 6mm ????- 100% exclusive",Bloomingdale's,222.5,445.0,5,1,earrings,drop & chandelier,1,['drop'],2.75,yellow gold,pearl,14.0,0.0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1178,1178,3512,0,"cultured freshwater pearl drop earrings in 14k yellow gold, 8mm????- 100% exclusive",Bloomingdale's,180.0,360.0,5,1,earrings,drop & chandelier,1,"['drop', 'set']",0.75,yellow gold,pearl,14.0,0.0,,,0.3149606296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1179,1179,3704,0,"cultured freshwater pearl floating pendant necklace in 14k white gold, 18""????- 100% exclusive",Bloomingdale's,207.5,415.0,5,1,necklaces,pendant,1,['unknown'],18.0,white gold,pearl,14.0,0.0,,,0.29527559025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1180,1180,3034,0,cultured freshwater pearl hoop earrings,Carolee,65.0,65.0,2,0,earrings,hoop,1,['unknown'],1.5,metal,pearl,0.0,0.0,,1.5,0.1968503935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1181,1181,3035,0,cultured freshwater pearl hoop earrings,Chan Luu,145.0,145.0,3,0,earrings,hoop,1,['thread'],2.25,yellow gold,pearl,18.0,0.0,,2.25,0.35433070829999996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1182,1182,2942,0,cultured freshwater pearl huggie earrings,Carolee,45.0,45.0,1,0,earrings,hoop,1,['unknown'],0.75,metal,pearl,0.0,0.0,,0.75,0.3149606296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1183,1183,2653,0,"cultured freshwater pearl huggie hoop earrings in 14k yellow gold, 6mm - 100% exclusive",Bloomingdale's,212.5,425.0,5,1,earrings,hoop,1,['unknown'],0.81,yellow gold,pearl,14.0,0.0,,,0.23622047219999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1184,1184,4337,0,"cultured freshwater pearl knotted strand necklace, 64""",Carolee,125.0,125.0,3,0,necklaces,unknown,1,['strand'],64.0,metal,pearl,0.0,0.0,,,0.393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1185,1185,1350,1,cultured freshwater pearl linear drop earrings,Carolee,75.0,75.0,2,0,earrings,drop & chandelier,1,['drop'],3.5,silver,pearl,0.0,0.0,,,0.393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1186,1186,1349,1,cultured freshwater pearl linear drop earrings,Chan Luu,195.0,195.0,3,0,earrings,drop & chandelier,1,['drop'],4.0,yellow gold,pearl,18.0,0.0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1187,1187,1348,1,cultured freshwater pearl linear drop earrings,Carolee,65.0,65.0,2,0,earrings,drop & chandelier,1,['drop'],2.25,metal,pearl,0.0,0.0,,,0.47244094439999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1188,1188,1347,1,cultured freshwater pearl linear drop earrings,Chan Luu,195.0,195.0,3,0,earrings,drop & chandelier,1,['drop'],3.5,silver,pearl,18.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1189,1189,3566,0,"cultured freshwater pearl necklace, 16""",Carolee,195.0,195.0,3,0,necklaces,unknown,0,['unknown'],16.0,metal,pearl,0.0,0.0,,,0.1574803148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1190,1190,3691,0,"cultured freshwater pearl pendant necklace in 14k yellow gold, 17""????- 100% exclusive",Bloomingdale's,242.5,485.0,5,1,necklaces,pendant,1,['oval'],17.0,yellow gold,pearl,14.0,0.0,,,0.393700787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1191,1191,3345,0,"cultured freshwater pearl rope necklace, 64""",Carolee,150.0,150.0,3,0,necklaces,unknown,1,['rope'],64.0,silver,pearl,0.0,0.0,,,0.393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1192,1192,1406,1,"cultured freshwater pearl statement necklace, 16""",Carolee,95.0,95.0,2,0,necklaces,cocktail & statement,1,['drop'],16.0,metal,pearl,0.0,0.0,,,0.6299212592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1193,1193,3348,0,"cultured freshwater pearl station necklace, 41""",Carolee,125.0,125.0,3,0,necklaces,unknown,1,['unknown'],41.0,metal,pearl,0.0,0.0,,,0.393700787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1194,1194,4290,0,cultured freshwater pearl stretch bracelet,Carolee,46.55,95.0,2,1,bracelets,bangle & cuff,1,['stretch'],7.000000000000001,yellow gold,pearl,12.0,0.0,,2.228169203286535,0.1968503935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51
1195,1195,2542,0,cultured freshwater pearl stud clip-on earrings,Carolee,35.0,35.0,1,0,earrings,clip on,1,['unknown'],0.25,silver,pearl,0.0,0.0,,,0.393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1196,1196,575,1,cultured freshwater pearl stud earrings,Carolee,45.0,45.0,1,0,earrings,stud,1,['unknown'],0.5511811018,metal,pearl,0.0,0.0,,0.5511811018,0.5511811018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1197,1197,572,1,cultured freshwater pearl stud earrings,Carolee,30.0,30.0,1,0,earrings,stud,1,['unknown'],0.3149606296,silver,pearl,0.0,0.0,,0.3149606296,0.3149606296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1198,1198,574,1,cultured freshwater pearl stud earrings,Carolee,25.0,25.0,1,0,earrings,stud,1,['unknown'],0.23622047219999998,silver,pearl,0.0,0.0,,0.23622047219999998,0.23622047219999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1199,1199,576,1,cultured freshwater pearl stud earrings,Carolee,35.0,35.0,1,0,earrings,stud,1,['unknown'],0.393700787,silver,pearl,0.0,0.0,,0.393700787,0.393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1200,1200,578,1,cultured freshwater pearl stud earrings,Carolee,40.0,40.0,1,0,earrings,stud,1,['unknown'],0.5,silver,pearl,0.0,0.0,,,0.3149606296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
